TRACE,0,listen,right,0.5,0.5
TRACE,0,listen,right,0.15,0.85
TRACE,0,left,left,0.0302013422818792,0.9697986577181208
TRACE,1,listen,right,0.5,0.5
TRACE,1,listen,right,0.15,0.85
TRACE,1,left,right,0.0302013422818792,0.9697986577181208
TRACE,2,listen,right,0.5,0.5
TRACE,2,listen,left,0.15,0.85
TRACE,2,listen,right,0.5,0.5
TRACE,2,listen,right,0.15,0.85
TRACE,2,listen,right,0.0302013422818792,0.9697986577181208
TRACE,2,left,right,0.005465587044534414,0.9945344129554656
TRACE,3,listen,left,0.5,0.5
TRACE,3,listen,left,0.85,0.15
TRACE,3,listen,right,0.9697986577181208,0.0302013422818792
TRACE,3,listen,left,0.85,0.15000000000000002
TRACE,3,listen,right,0.9697986577181208,0.030201342281879203
TRACE,3,listen,right,0.85,0.15000000000000005
TRACE,3,listen,left,0.5,0.5000000000000001
TRACE,3,listen,left,0.85,0.15000000000000002
TRACE,3,listen,left,0.9697986577181208,0.030201342281879203
TRACE,3,right,right,0.9945344129554656,0.005465587044534414
TRACE,4,listen,left,0.5,0.5
TRACE,4,listen,right,0.85,0.15
TRACE,4,listen,right,0.5,0.5
TRACE,4,listen,right,0.15,0.85
TRACE,4,listen,right,0.0302013422818792,0.9697986577181208
TRACE,4,left,left,0.005465587044534414,0.9945344129554656
TRACE,5,listen,right,0.5,0.5
TRACE,5,listen,right,0.15,0.85
TRACE,5,listen,right,0.0302013422818792,0.9697986577181208
TRACE,5,left,left,0.005465587044534414,0.9945344129554656
TRACE,6,listen,left,0.5,0.5
TRACE,6,listen,left,0.85,0.15
TRACE,6,listen,left,0.9697986577181208,0.0302013422818792
TRACE,6,right,left,0.9945344129554656,0.005465587044534414
